MUSTANGGT,Ford Mustang GT (Gen.5),396,725,700,750,360,850,900,875,250,475,450,425,6250,55,55,235,235,17,17,3.38,0,3.38,2,1.32,1,0.8,0,0,0,0.5,0,4.07
HELLCATSRT,Dodge Challenger SRT Demon,756,970,920,1035,870,950,1145,990,300,570,425,465,6500,40,40,315,315,18,18,3.29,0,4.71,3.14,2.11,1.67,1.28,1,0.84,0,0.8,0,3.049
CAR1070,Dodge Charger SRT8 (LD),548,860,820,900,512,880,960,920,238,528,488,448,6400,45,45,245,245,20,20,3.167,0,3.588,2.186,1.405,1,0.831,0,0,0,0.75,0,3.678
C6R,Chevrolet Corvette C6.R GT1,611,810,800,880,848,927,923,921,670,882,812,782,7000,30,30,275,275,18,19,2.8,0,2.94,2.056,1.52,1.179,0.97,0.82,0,0.5,0.5,0.5,3.4
SALEENSR,Ford Mustang Saleen SR,660,843,830,940,847,873,1042,922,590,760,640,652,7500,35,35,215,215,18,18,2.7,0,3.66,2.1,1.4,1.125,0.9,0.7,0,0,0.8,0,3.77
NFSSUV,NFS SUV,584,865,815,930,672,804,1084,909,142,474,244,304,7000,45,45,295,295,20,20,3.256,0,4.148,2.369,1.556,1.155,0.859,0.686,0,0.5,0.5,0,5.057
MUSTANGSHLBYO,Shelby GT500 (1967),236,700,660,740,404,830,910,870,192,420,380,340,5900,70,70,205,205,15,15,2.8,0,2.32,1.69,1.29,1,0,0,0,0,0.45,0,3.55
NFSMUSCLECAR,NFS Muscle Car,600,905,855,970,710,910,1080,950,400,600,480,495,6400,40,40,255,265,20,20,2.8,0,3.453,1.95,1.341,1,0.81,0.69,0,0,0.75,0,4.19
NFSSEDAN,NFS Sedan,400,785,735,850,410,790,945,815,267,535,430,445,6500,45,45,225,225,15,15,2.8,0,3.059,1.625,1,0.696,0,0,0,0,0.5,0,4.1
VIPERGTS,Dodge Viper GTS ACR (SR II),560,870,765,941,680,875,1105,914,319,605,485,505,5700,35,30,275,335,18,18,2.7,0,2.66,1.78,1.3,1,0.74,0.5,0,0,0.65,0,4.873
CHARGER06,Dodge Charger SRT8 (LX),520,800,760,840,450,840,920,880,220,430,390,350,6400,45,45,245,245,20,20,3.167,0,3.588,2.186,1.405,1,0.831,0,0,0,0.6,0,3.77
CTS,Cadillac CTS (Gen.1),372,750,725,775,330,850,900,875,250,475,450,425,6600,55,55,225,225,16,16,2.8,0,3.483,2.015,1.391,1.12,0.93,0,0,0,0.5,0,3.595
CAR1076,Ford Crown Victoria Police Interceptor,300,720,670,785,350,760,930,800,230,500,380,395,5700,60,60,225,225,17,17,2.8,0,2.84,1.55,1,0.7,0,0,0,0,0.5,0,4.78
VIPER,Dodge Viper SRT-10 (ZB I),615,992,957,999,725,997,925,991,267,493,444,458,6250,35,30,275,345,18,19,2.7,0,3,1.85,1.3,1,0.8,0.65,0,0,0.45,0,4.075
CAMARON,Chevrolet Camaro Concept,560,870,765,941,540,892,1140,946,319,615,472,490,6500,30,30,275,305,21,22,2.625,0,2.66,1.78,1.3,1,0.8,0.63,0,0,0.75,0,4.965
MUSTANGSHLBYN,Ford Shelby GT500 (S-197 I),480,876,771,947,628,896,1144,950,320,614,471,489,6250,45,45,255,285,18,18,2.7,0,3.66,2.1,1.4,1.125,0.9,0.7,0,0,0.7,0,4.44
190EEVO2,Mercedes-Benz 190E 2.5-16 Evolution II (W201),408,730,680,780,312,830,930,880,324,629,579,529,7700,40,40,245,245,17,17,3.79,0,4.08,2.52,1.77,1.26,1,0,0,0,0.7,0,3.61
SLSAMG,Mercedes-Benz SLS AMG (C197),692,925,875,975,750,935,1035,985,470,710,660,610,7200,35,30,265,295,19,20,2.79,0,3.397,2.186,1.626,1.285,1.029,0.839,0.72,0,0.9,0,3.99
GALLARDOS,Lamborghini Gallardo Superleggera,700,950,900,1010,782,900,1050,930,510,678,578,588,8500,35,30,235,295,19,19,2.625,0,3.31,2.05,1.46,1.14,0.94,0.78,0,0.5,0.5,0,4.08
R8C,Audi Le Mans quattro,604,879,834,928,709,900,1045,940,420,660,560,571,8250,35,30,235,295,19,19,2.8,0,4.373,2.709,1.878,1.411,1.126,0.928,0,0.5,0.5,0,3.596
997GT3,Porsche 911 GT3 (997),640,910,860,970,739,920,1070,950,550,710,610,620,8500,35,30,245,325,19,19,2.9,0,3.82,2.26,1.64,1.29,1.06,0.92,0,0,0.75,0,3.8
997GT3RS,Porsche 911 GT3 RS (997),640,910,860,970,739,920,1070,950,550,710,610,620,8500,35,30,245,325,19,19,2.9,0,3.82,2.26,1.64,1.29,1.06,0.92,0,0,0.75,0,3.8
CLKGTR,Mercedes-Benz CLK GTR (C297),680,915,875,955,830,1000,1080,1040,596,860,820,780,7300,35,35,295,345,18,18,2.17,0,3.24,2.1,1.56,1.23,1.02,0.87,0,0,0.85,0,3.449
JAGUARFTYPE,Jaguar F-Type SVR Coupé (X152),688,950,845,1021,770,941,1189,995,450,713,570,588,6600,35,30,265,305,20,20,2.8,0,4.714,3.143,2.106,1.667,1.285,1,0.839,0.5,0.5,0,3.18
MC8,SARD MC8,600,865,760,936,601,900,1148,954,410,666,523,541,8200,40,35,245,285,18,18,2.625,0,3.92,2.15,1.51,1.27,0.98,0.81,0,0,0.75,0,4.17
MORGANAERO,Morgan Aero Supersports,466,825,805,870,636,890,950,915,478,670,630,605,6500,40,40,225,225,17,17,2.625,0,4.5,2.2,1.4231,1.1381,0.951,0.8151,0,0,0.75,0,3.36
ONE77,Aston Martin One-77,816,1013,908,1084,828,932,1180,986,474,716,573,591,7750,35,30,255,335,20,20,3.6,0,2.94,2.056,1.475,1.2,0.95,0.85,0,0,0.75,0,3.435
OXIA,Peugeot Oxia,784,970,865,1041,860,935,1183,989,522,735,592,610,8750,45,40,235,285,17,17,2.9,0,3.91,2.26,1.64,1.29,1.06,0.92,0,0.5,0.5,0,3.33
SPYKERC8,Spyker C8 Laviolette,600,880,835,925,677,890,1030,930,436,671,576,586,7500,40,35,225,255,18,18,2.8,0,3.67,2.05,1.46,1.13,0.92,0.78,0,0,0.75,0,3.835
SL65BLACK,Mercedes-Benz SL 65 AMG Black Series (R230),720,940,900,980,855,960,1040,1000,448,680,640,600,5900,35,30,265,325,20,20,3.167,0,3.588,2.186,1.405,1,0.831,0,0,0,0.9,0,2.847
GTV,Alfa Romeo GTV 3.0 (Type 916),360,675,650,700,175,775,825,800,220,474,449,424,6800,50,50,205,205,16,16,3.545,0,3.8,2.235,1.52,1.16,0.92,0,0,0.7,0,0,3.545
VITESSE,Bugatti Veyron Grand Sport Vitesse,968,1055,1030,1115,900,1040,1186,1086,570,740,619,634,6500,35,25,265,365,21,21,2.9,0,3.82,2.26,1.64,1.29,1.06,0.875,0.75,0.5,0.5,0,2.847
VEYRONSS,Bugatti Veyron 16.4 Super Sport,980,1073,1048,1133,915,1045,1191,1091,559,721,600,615,6500,35,25,265,365,21,21,2.9,0,3.82,2.26,1.64,1.29,1.06,0.875,0.75,0.5,0.5,0,2.814
VENOMGT,Hennessey Venom GT,953,1055,950,1126,940,1030,1278,1084,591,765,622,640,7200,30,30,265,345,19,20,2.8,0,2.61,1.71,1.23,0.94,0.77,0.63,0,0,0.8,0,3.805
MCLARENF1,McLaren F1,900,1025,1000,1050,850,975,1050,1025,550,750,700,675,7500,45,45,235,315,17,17,2.8,0,3.23,2.19,1.71,1.39,1.16,0.93,0,0,0.8,0,2.8125
F40LM,Ferrari F40 Competizione (F120),868,925,900,950,900,950,1000,975,780,880,855,830,8000,45,35,235,335,17,17,2.6,0,2.769,1.722,1.227,0.963,0.767,0,0,0,0.85,0,3.565
EXIGE08,Lotus Exige S (Series 2),352,630,600,660,396,800,860,830,480,780,750,720,8500,50,45,195,225,16,17,3.25,0,3.116,2.05,1.481,1.166,0.916,0.815,0,0,0.85,0,5.222
DBR9,Aston Martin DBR9 GT1,590,854,789,888,781,893,872,898,672,812,836,813,7500,35,30,255,295,19,19,3.6,0,2.94,2.056,1.475,1.2,0.95,0.85,0,0.5,0.5,0.5,3.6
CAYENNETURBOS,Porsche Cayenne Turbo S (957),520,830,780,895,650,904,1074,944,176,570,450,465,6700,35,35,295,295,21,21,3.39,0,4.15,2.37,1.56,1.16,0.86,0.69,0,0.5,0.5,0,4.83
CAR1074,Pagani Huayra,840,1025,1000,1050,900,1025,1075,1050,560,700,675,650,6300,35,30,255,335,19,20,2.9,0,3.82,2.26,1.64,1.29,1.06,0.875,0.75,0,0.8,0,3.115
CAR1072,Porsche 918 RSR Concept,680,865,840,890,820,950,1000,975,600,825,800,775,9500,35,30,265,325,19,19,2.9,0,3.91,2.29,1.58,1.19,0.97,0.83,0,0.5,0.5,0,4.499
BRERA,Alfa Romeo Brera (Type 939),360,640,615,665,245,810,860,835,204,547,522,497,6800,50,50,225,225,17,17,2.8,0,3.917,2.04,1.365,1.048,0.846,0.74,0,0.5,0.5,0,4.735
BMWM3GTRE46,BMW M3 GTR GT (E46),640,800,775,825,800,875,925,900,640,875,850,825,8500,40,40,270,270,18,18,3.2,0,2.5,2.07,1.69,1.38,1.18,1.04,0,0,0.8,0,3.34
BMWM3,BMW M3 (E46),532,750,725,775,440,850,900,875,270,525,500,475,8000,45,40,225,255,18,18,3.3,0,4.23,2.53,1.67,1.23,1,0.83,0,0,0.75,0,4.235
993GT2,Porsche 911 GT2 (993),580,867,762,938,629,860,1108,914,471,706,563,581,6700,40,35,235,285,18,18,2.857,0,3.818,2.15,1.56,1.212,0.973,0.85,0,0,0.75,0,3.3
911TURBO,Porsche 911 Turbo S (996),628,900,850,960,718,920,1070,950,520,685,585,595,6500,35,30,225,295,18,18,2.9,0,3.31,1.95,1.41,1.13,0.97,0.82,0,0.5,0.5,0,2.99
CALIFORNIA,Ferrari California (F149),640,900,795,971,690,900,1148,954,448,715,572,590,8250,40,40,245,285,19,19,2.9,0,3.397,2.186,1.626,1.285,1.029,0.839,0.72,0,0.75,0,4.945
BB512I,Ferrari Berlinetta Boxer 512i (F110),520,870,790,940,622,860,1070,910,450,670,540,550,6600,55,55,240,240,16,16,2.8,0,2.936,2.098,1.587,1.2,0.912,0,0,0,0.75,0,3.26
997S,Porsche 911 Carrera S (997),572,850,800,915,660,880,1030,905,448,660,560,570,7300,35,30,235,295,19,19,3.6,0,3.91,2.32,1.61,1.28,1.08,0.88,0,0,0.72,0,3.515
CLK500,Mercedes-Benz CLK 500 (C209),468,750,725,775,474,820,870,845,280,500,475,450,6300,45,40,225,245,17,17,3.79,0,4.377,2.859,1.921,1.368,1,0.82,0.728,0,0.75,0,3.83
FXX,Ferrari FXX Evoluzione (F140),906,1010,969,1054,870,950,1100,990,688,830,721,746,9500,35,30,245,345,19,19,2.8,0,3.154,2.176,1.565,1.185,0.935,0.758,0,0,0.75,0,4.17
ZONDAR,Pagani Zonda R,800,945,904,989,850,910,1060,950,740,920,811,836,7500,35,30,255,335,19,20,2.8,0,2.94,2.056,1.52,1.179,0.97,0.82,0,0,0.75,0,3.48
A4,Audi A4 3.2 FSI quattro (B7),400,685,660,710,425,800,850,825,290,519,494,469,7000,55,55,215,215,16,16,3.79,0,3.667,2.053,1.423,1.065,0.853,0.73,0,0.5,0.5,0,4.645
GTI,Volkswagen Golf GTI (Mk5),340,670,640,700,177,720,780,750,220,470,440,410,7000,45,45,225,225,17,17,2.66,0,3.36,2.09,1.47,1.1,0.88,0.75,0,0.7,0,0,4.735
SL500,Mercedes-Benz SL 500 (R230),484,785,760,810,460,800,850,825,255,480,455,430,6300,45,45,255,255,17,17,3.79,0,4.377,2.859,1.921,1.368,1,0.82,0.728,0,0.75,0,3.83
DB9,Aston Martin DB9,600,865,840,890,610,925,975,950,350,600,575,550,6500,40,35,235,275,19,19,3.6,0,3.15,1.94,1.44,1.15,0.94,0.76,0,0,0.75,0,3.625
SL65,Mercedes-Benz SL 65 AMG (R230),720,990,950,1030,830,940,1020,980,422,625,585,545,5900,35,30,255,285,19,19,3.167,0,3.588,2.186,1.405,1,0.831,0,0,0,0.9,0,2.647
GALLARDO,Lamborghini Gallardo,700,950,900,1010,782,900,1050,930,510,678,578,588,8500,35,30,235,295,19,19,2.625,0,3.31,2.05,1.46,1.14,0.94,0.78,0,0.5,0.5,0,4.08
MURCIELAGO,Lamborghini Murciélago,720,970,870,1041,775,888,1131,942,569,730,587,605,7600,35,30,245,335,18,18,3.2,0,2.941,2.056,1.52,1.179,1.03,0.914,0,0.5,0.5,0,2.98
JAGUARXK,Jaguar XK (X150),424,735,685,785,395,775,875,825,275,540,490,440,6400,45,40,245,275,18,18,2.8,0,4.171,2.34,1.521,1.143,0.867,0.691,0,0,0.7,0,4.61
SLR,Mercedes-Benz SLR McLaren (C199),700,960,910,1010,800,945,1045,995,400,665,615,565,7000,40,35,245,295,18,18,3.17,0,3.56,2.19,1.41,1,0.83,0,0,0,0.85,0,3.242
LAMBOSESTO,Lamborghini Sesto Elemento,800,985,945,1015,870,950,1050,970,670,830,770,780,8500,35,30,235,295,19,19,2.81,0,3.31,2.05,1.46,1.14,0.94,0.78,0,0.5,0.5,0,3.79
JAGUARETYPE,Jaguar E-Type Lightweight,480,725,700,750,640,850,900,875,525,790,765,740,7000,31,31,195,205,15,15,2.8,0,2.42,1.61,1.23,1,0.846,0,0,0,0.75,0,2.93
JAGUARXKR,Jaguar XKR (X150),648,850,825,875,626,930,980,955,350,590,565,540,6500,40,35,245,275,19,19,2.8,0,4.171,2.34,1.521,1.143,0.867,0.691,0,0,0.75,0,3.83
MCLARENMP4,McLaren MP4-12C,752,945,900,980,830,950,1030,985,524,730,695,660,8500,30,30,235,305,20,20,2.9,0,3.98,2.61,1.9,1.48,1.16,0.91,0.69,0,0.8,0,4.74
MIURASV,Lamborghini Miura P400SV,560,870,765,941,577,873,1121,927,420,692,549,567,8000,70,70,234,234,15,15,3.256,0,2.52,1.735,1.225,1,0.814,0,0,0,0.75,0,4.52
LEXUSLFA,Lexus LFA,650,900,890,900,845,945,939,939,600,720,715,715,9000,35,30,265,305,19,19,2.9,0,3.82,2.26,1.64,1.29,1.06,0.92,0,0,0,0,3.92
MURCIELAGO650,Lamborghini Murciélago LP 650-4 Roadster,720,970,865,1041,822,898,1146,952,516,725,582,600,8300,35,30,245,335,18,18,3.2,0,3.091,2.105,1.565,1.241,1.065,0.939,0,0.5,0.5,0,3.17
MURCIELAGOSV,Lamborghini Murciélago LP 670-4 SuperVeloce,768,1000,895,1071,866,918,1166,972,550,752,609,627,8300,35,30,245,335,18,18,3.2,0,3.091,2.105,1.565,1.241,1.065,0.939,0,0.5,0.5,0,3.06
MURCIELAGO640,Lamborghini Murciélago LP 640,760,1000,895,1071,830,903,1151,957,522,730,587,605,8300,35,30,245,335,18,18,3.2,0,3.091,2.105,1.565,1.241,1.065,0.939,0,0.5,0.5,0,3.075
ELISE,Lotus Elise 111R,332,460,444,480,350,739,775,755,500,830,810,794,8500,45,45,195,225,17,17,3.6,0,3.116,2.05,1.481,1.166,0.916,0.815,0,0,0.85,0,5.335
EVORA,Lotus Evora,456,840,815,890,525,850,925,875,358,645,595,570,7000,35,35,225,255,19,19,2.9,0,3.538,1.913,1.218,0.86,0.677,0.547,0,0,0.8,0,6.03
EUROPA,Lotus Europa S (Type 121),340,550,525,575,360,710,760,735,452,715,690,665,6000,45,45,175,225,17,17,2.9,0,3.818,2.158,1.475,1.067,0.875,0.744,0,0,0.85,0,4.095
DIABLO,Lamborghini Diablo SV,712,920,890,950,815,930,1060,990,473,640,540,550,7500,40,35,245,335,17,18,2.8,0,3.483,2.015,1.391,1.12,0.93,0,0,0,0.75,0,3.2
DBSVOLANTE,Aston Martin  DBS V12 Volante,621,877,853,900,648,876,929,915,490,600,580,565,6800,35,30,265,295,19,19,3.6,0,2.94,2.056,1.475,1.2,0.95,0.85,0,0.5,0.5,0.5,3.18
DBS,Aston Martin DBS V12,621,877,853,900,641,866,914,900,497,610,595,580,6800,35,30,265,295,19,19,3.6,0,2.94,2.056,1.475,1.2,0.95,0.85,0,0.5,0.5,0.5,3.18
EXIGECUP260,Lotus Exige Cup 260 (Series 2),408,560,543,570,505,893,940,930,586,943,913,896,8500,45,45,195,225,17,17,3.6,0,3.116,2.05,1.481,1.166,0.916,0.815,0,0,0.85,0,4.938
GALLARDOSPYDR,Lamborghini Gallardo LP 560-4 Spyder,696,950,900,1010,782,900,1050,930,510,678,578,588,8500,35,30,235,295,19,19,2.625,0,3.31,2.05,1.46,1.14,0.94,0.78,0,0.5,0.5,0,4.095
GALLARDO10VB,Lamborghini Gallardo LP 550-2 Valentino Balboni,680,930,880,990,807,915,1065,945,535,700,600,610,8500,35,30,235,295,19,19,3.1,0,3.31,2.05,1.46,1.14,0.94,0.78,0,0,0.75,0,4.23
GALLARDO09,Lamborghini Gallardo LP 560-4,700,950,900,1010,782,900,1050,930,510,678,578,588,8500,35,30,235,295,19,19,2.625,0,3.31,2.05,1.46,1.14,0.94,0.78,0,0.5,0.5,0,4.08
FORDGT,Ford GT (Gen.1),788,925,900,950,780,1000,1050,1025,470,724,699,674,7000,45,40,235,315,18,19,2.7,0,2.611,1.708,1.233,0.943,0.767,0.625,0,0,0.8,0,4.465
FORDGT40,Ford GT40 (Mk.I),524,850,820,880,550,920,980,950,425,660,630,600,7000,60,60,325,325,15,15,2.8,0,2.42,1.47,1.14,1,0.846,0,0,0,0.75,0,4.273
ZONDA,Pagani Zonda F,780,975,935,1020,829,940,1090,980,530,710,600,625,7000,35,30,255,335,19,20,2.8,0,2.94,2.056,1.52,1.179,0.97,0.82,0,0,0.75,0,3.3
ZONDAROADSTER,Pagani Zonda F Roadster,780,975,935,1020,845,960,1110,1000,530,710,600,625,7000,35,30,255,335,19,20,2.8,0,2.94,2.056,1.52,1.179,0.97,0.82,0,0,0.75,0,3.3
Z4,BMW Z4 M Coupé (E86),400,870,821,915,575,825,968,865,425,673,579,588,8000,45,40,225,255,18,18,3.2,0,4.35,2.496,1.665,1.23,1,0.851,0,0,0.75,0,4.68
VANTAGEV12,Aston Martin V12 Vantage,620,890,840,950,667,928,1078,953,440,690,590,605,7000,35,30,255,295,19,19,3.6,0,3.15,1.94,1.44,1.15,0.94,0.76,0,0,0.75,0,3.75
RS4,Audi RS 4 (B7),596,825,800,850,578,900,950,925,250,500,475,450,8250,40,40,255,255,18,18,3,0,3.667,2.211,1.52,1.133,0.919,0.778,0,0.5,0.5,0,4.415
S5,Audi S5 (B8),395,700,678,726,451,715,825,800,377,573,512,498,7000,35,35,255,255,19,19,3.79,0,3.4,2.085,1.5,1.25,1.09,0.91,0,0.5,0.5,0,3.9
RS1,Audi A1 clubsport quattro (8X),400,885,780,956,750,855,1103,909,446,691,548,566,6500,30,30,255,255,19,19,3,0,3.357,2.087,1.469,1.088,0.848,0.705,0,0.5,0.5,0,4.41
R8V10,Audi R8 Coupé 5.2 FSI quattro (42),664,920,870,990,773,910,1080,950,490,700,580,590,8500,35,30,235,295,19,19,2.8,0,4.373,2.709,1.925,1.502,1.239,1.035,0,0.5,0.5,0,3.166
R8,Audi R8 4.2 FSI quattro (42),604,879,834,928,709,900,1045,940,420,660,560,571,8250,35,30,235,295,19,19,2.8,0,4.373,2.709,1.878,1.411,1.126,0.928,0,0.5,0.5,0,3.596
R8,Audi R8 4.2 FSI quattro (RP 42),604,879,834,928,679,900,1045,940,450,660,560,571,8250,35,30,235,295,19,19,2.8,0,4.373,2.709,1.878,1.411,1.126,0.928,0,0.5,0.5,0,3.596
SLR722,Mercedes-Benz SLR McLaren 722 Edition (C199),720,975,925,1025,820,955,1055,1005,378,645,595,545,7000,35,30,255,295,19,19,3.17,0,3.56,2.19,1.41,1,0.83,0,0,0,0.85,0,3.175
CAR1018,McLaren MP4-12C (H),752,945,900,980,830,950,1030,985,524,730,695,660,8500,30,30,235,305,20,20,2.9,0,3.98,2.61,1.9,1.48,1.16,0.91,0.69,0,0.8,0,4.74
CAR1034,Lamborghini Aventador LP700-4,800,985,935,1050,900,960,1155,1000,580,835,690,730,8350,35,30,255,335,19,20,3.2,0,2.94,2.056,1.52,1.2,1.05,0.85,0.75,0.5,0.5,0,3.96
CAR1030,Koenigsegg CCXR Edition,990,1065,1040,1115,885,1005,1145,1050,615,780,665,685,7250,35,30,255,335,20,20,3.1,0,2.875,1.773,1.267,1,0.833,0.711,0,0,0.9,0,3.24
CAR1016,Marussia B2,396,870,765,941,680,830,1078,884,538,779,636,654,7000,35,35,245,285,20,20,2.8,0,2.94,2.056,1.52,1.179,0.97,0.82,0,0,0.75,0,4.56
CAR1002,Porsche 911 GT3 RS 4.0 (997),640,910,860,970,790,940,1090,970,560,720,620,630,8500,35,30,245,325,19,19,2.9,0,3.82,2.26,1.64,1.29,1.06,0.92,0,0,0.75,0,3.8
CAR1004,Pagani Zonda Cinque,804,945,904,989,850,970,1120,1010,710,830,721,746,7500,35,30,255,335,19,20,2.8,0,2.94,2.056,1.52,1.179,0.97,0.82,0,0,0.75,0,3.48
CAR1006,Lamborghini Reventón,760,1000,895,1071,830,913,1161,967,522,760,617,635,8300,35,30,245,335,18,18,3.2,0,3.091,2.105,1.565,1.241,1.065,0.939,0,0.5,0.5,0,3.075
CAR1014,Audi R8 LMS ultra,717,798,812,860,823,878,918,893,602,888,850,838,7500,30,30,295,335,20,20,2.8,0,2.94,2.056,1.52,1.179,0.97,0.82,0,0,0,0,3.69
CAR1008,McLaren F1 (E),848,970,920,1035,860,940,1135,980,600,855,710,750,8500,35,35,275,345,18,19,2.8,0,2.94,2.056,1.52,1.179,0.97,0.82,0,0,0.75,0,3.905
CAR1064,Mercedes-Benz SLR McLaren Stirling Moss (Z199),800,995,955,1025,851,945,1075,965,540,710,620,660,7000,35,30,255,295,19,19,3.1,0,3.483,2.015,1.391,1.12,0.93,0,0,0,0.75,0,2.67
CAR1060,Bugatti Veyron 16.4,960,1045,1020,1105,880,1014,1160,1060,560,725,604,619,6500,35,25,265,365,21,21,2.9,0,3.82,2.26,1.64,1.29,1.06,0.875,0.75,0.5,0.5,0,2.868
CAR1062,Caterham Superlight R500,364,570,545,595,492,880,930,905,568,975,950,925,9000,55,50,185,215,13,13,2.9,0,2.69,2.01,1.59,1.32,1.13,1,0,0,0.7,0,3.83
CAR1068,Lamborghini Miura (Concept),724,910,870,960,820,910,1030,930,560,750,670,680,8000,30,30,335,335,18,18,3.2,0,2.94,2.056,1.52,1.2,1.05,0.85,0,0.5,0.5,0,3.52
CCX,Koenigsegg CCX,925,1020,995,1065,870,970,1110,1025,590,770,655,670,7250,35,30,255,335,20,20,3.1,0,2.875,1.773,1.267,1,0.833,0.711,0,0,0.9,0,3.444
CCXWORLD100,Koenigsegg CCX (E),820,950,920,1000,875,975,1120,1025,700,850,735,750,7250,35,30,255,640,20,20,3.1,0,4.02,2.46,1.84,1.49,1.17,0.92,0,0,0.9,0,3.71
CARRERAGT,Porsche Carrera GT,720,945,920,970,798,975,1025,1000,565,750,725,700,8400,35,30,265,335,19,20,2.9,0,3.2,1.87,1.36,1.07,0.9,0.75,0,0,0.8,0,4.53
CAYMANS,Porsche Cayman S (987),500,840,800,890,550,830,960,860,420,710,620,630,7300,40,40,235,265,18,18,2.9,0,3.31,1.95,1.41,1.13,0.97,0.82,0,0,0.75,0,4.075
